0.000000000000000000e+00 0.000000000000000000e+00 1.042011000000000021e+00
5.621692999999999829e-01 0.000000000000000000e+00 8.773552000000000017e-01
-4.798414999999999764e-01 2.928932000000000202e-01 8.773552000000000017e-01
2.569714000000000165e-01 -5.000000000000000000e-01 8.773552000000000017e-01
8.773552000000000017e-01 2.928932000000000202e-01 4.798414999999999764e-01
-9.014683999999999475e-01 2.071068000000000076e-01 4.798414999999999764e-01
-5.962705999999999840e-01 7.071068000000000353e-01 4.798414999999999764e-01
1.405423000000000089e-01 -9.142135999999999596e-01 4.798414999999999764e-01
1.017897999999999969e+00 2.071068000000000076e-01 -8.232778000000000318e-02
7.609261000000000497e-01 7.071068000000000353e-01 8.232778000000000318e-02
-1.017897999999999969e+00 -2.071068000000000076e-01 8.232778000000000318e-02
-2.810846000000000178e-01 1.000000000000000000e+00 8.232778000000000318e-02
-2.810846000000000178e-01 -1.000000000000000000e+00 8.232778000000000318e-02
2.810846000000000178e-01 -1.000000000000000000e+00 -8.232778000000000318e-02
9.014683999999999475e-01 -2.071068000000000076e-01 -4.798414999999999764e-01
2.810846000000000178e-01 1.000000000000000000e+00 -8.232778000000000318e-02
-7.609261000000000497e-01 -7.071068000000000353e-01 -8.232778000000000318e-02
-8.773552000000000017e-01 -2.928932000000000202e-01 -4.798414999999999764e-01
-1.405423000000000089e-01 9.142135999999999596e-01 -4.798414999999999764e-01
5.962705999999999840e-01 -7.071068000000000353e-01 -4.798414999999999764e-01
4.798414999999999764e-01 -2.928932000000000202e-01 -8.773552000000000017e-01
-5.621692999999999829e-01 0.000000000000000000e+00 -8.773552000000000017e-01
-2.569714000000000165e-01 5.000000000000000000e-01 -8.773552000000000017e-01
0.000000000000000000e+00 0.000000000000000000e+00 -1.042011000000000021e+00
